col,dat,Froleyks-2,TakehideSoh,YuyaYamada-N,haz-2,haz-single-2,junkawahara,telematik-tuhh,tigrisg,toda5603
benchmark/color04/will199GPIA.col,benchmark/color04/will199GPIA_02.dat,3,3,35,46,52,N.A.,3,3,180
benchmark/grid/grid004x004.col,benchmark/grid/grid004x004_01.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid004x004.col,benchmark/grid/grid004x004_02.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid004x004.col,benchmark/grid/grid004x004_03.dat,7,7,113,113,113,7,7,7,7
benchmark/grid/grid004x004.col,benchmark/grid/grid004x004_04.dat,8,8,112,111,111,8,8,8,8
benchmark/grid/grid004x004.col,benchmark/grid/grid004x004_05.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid010x010.col,benchmark/grid/grid010x010_01_6141.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid010x010.col,benchmark/grid/grid010x010_02_0495.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid010x010.col,benchmark/grid/grid010x010_03_6844.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid010x010.col,benchmark/grid/grid010x010_04_4957.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid020x020.col,benchmark/grid/grid020x020_01_9275.dat,N.A.,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid020x020.col,benchmark/grid/grid020x020_02_7550.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid020x020.col,benchmark/grid/grid020x020_03_3902.dat,N.A.,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid020x020.col,benchmark/grid/grid020x020_04_3283.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/grid/grid030x030.col,benchmark/grid/grid030x030_01_6931.dat,NO,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid030x030.col,benchmark/grid/grid030x030_02_7112.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid030x030.col,benchmark/grid/grid030x030_03_4248.dat,NO,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid030x030.col,benchmark/grid/grid030x030_04_2988.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid040x040.col,benchmark/grid/grid040x040_01_6703.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid040x040.col,benchmark/grid/grid040x040_02_3552.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid040x040.col,benchmark/grid/grid040x040_03_0746.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid040x040.col,benchmark/grid/grid040x040_04_3680.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,UNK (11),N.A.
benchmark/grid/grid050x050.col,benchmark/grid/grid050x050_01_8271.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid050x050.col,benchmark/grid/grid050x050_02_8314.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid050x050.col,benchmark/grid/grid050x050_03_4298.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid050x050.col,benchmark/grid/grid050x050_04_8232.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid060x060.col,benchmark/grid/grid060x060_01_5912.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid060x060.col,benchmark/grid/grid060x060_02_4571.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid060x060.col,benchmark/grid/grid060x060_03_2183.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid060x060.col,benchmark/grid/grid060x060_04_3263.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid070x070.col,benchmark/grid/grid070x070_01_6558.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid070x070.col,benchmark/grid/grid070x070_02_7903.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid070x070.col,benchmark/grid/grid070x070_03_4857.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid070x070.col,benchmark/grid/grid070x070_04_3525.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid080x080.col,benchmark/grid/grid080x080_01_9321.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid080x080.col,benchmark/grid/grid080x080_02_8623.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid080x080.col,benchmark/grid/grid080x080_03_8653.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,NO,N.A.
benchmark/grid/grid080x080.col,benchmark/grid/grid080x080_04_8592.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid090x090.col,benchmark/grid/grid090x090_01_0710.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid090x090.col,benchmark/grid/grid090x090_02_9631.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid090x090.col,benchmark/grid/grid090x090_03_8778.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid090x090.col,benchmark/grid/grid090x090_04_4969.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid100x100.col,benchmark/grid/grid100x100_01_9072.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid100x100.col,benchmark/grid/grid100x100_02_7191.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid100x100.col,benchmark/grid/grid100x100_03_4887.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid100x100.col,benchmark/grid/grid100x100_04_0664.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid200x200.col,benchmark/grid/grid200x200_01_8265.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/grid/grid200x200.col,benchmark/grid/grid200x200_02_2458.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid200x200.col,benchmark/grid/grid200x200_03_0743.dat,N.A.,UNK (11),N.A.,NO,UNK (11),N.A.,NO,N.A.,N.A.
benchmark/grid/grid200x200.col,benchmark/grid/grid200x200_04_2816.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/handcrafted/hc-power-11.col,benchmark/handcrafted/hc-power-11_01.dat,23,21,29,29,29,21,21,21,21
benchmark/handcrafted/hc-power-12.col,benchmark/handcrafted/hc-power-12_01.dat,121,69,107,69,75,69,69,69,N.A.
benchmark/handcrafted/hc-square-01.col,benchmark/handcrafted/hc-square-01_01.dat,12,12,12,12,12,12,12,12,12
benchmark/handcrafted/hc-square-02.col,benchmark/handcrafted/hc-square-02_01.dat,32,30,74,44,44,30,30,30,30
benchmark/handcrafted/hc-toyno-01.col,benchmark/handcrafted/hc-toyno-01_01.dat,NO,UNK (11),N.A.,NO,UNK (11),NO,NO,NO,N.A.
benchmark/handcrafted/hc-toyyes-01.col,benchmark/handcrafted/hc-toyyes-01_01.dat,3,3,6,6,6,3,3,3,3
benchmark/power/hc-power-004-002.col,benchmark/power/hc-power-004-002_01.dat,4581,UNK (11),N.A.,359,361,359,359,365,N.A.
benchmark/power/hc-power-005-002.col,benchmark/power/hc-power-005-002_01.dat,N.A.,UNK (11),N.A.,779,781,779,779,795,N.A.
benchmark/power/hc-power-006-002.col,benchmark/power/hc-power-006-002_01.dat,N.A.,UNK (11),N.A.,1631,1633,1631,1631,1665,N.A.
benchmark/power/hc-power-007-002.col,benchmark/power/hc-power-007-002_01.dat,N.A.,UNK (11),N.A.,3349,3349,3347,3347,N.A.,N.A.
benchmark/power/hc-power-008-002.col,benchmark/power/hc-power-008-002_01.dat,N.A.,UNK (11),N.A.,6791,UNK (11),6791,6791,N.A.,N.A.
benchmark/power/hc-power-009-002.col,benchmark/power/hc-power-009-002_01.dat,N.A.,UNK (11),N.A.,13691,UNK (11),13691,13691,N.A.,N.A.
benchmark/power/hc-power-010-002.col,benchmark/power/hc-power-010-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),27503,27503,N.A.,N.A.
benchmark/power/hc-power-011-002.col,benchmark/power/hc-power-011-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),55139,N.A.,N.A.,N.A.
benchmark/power/hc-power-012-002.col,benchmark/power/hc-power-012-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-013-002.col,benchmark/power/hc-power-013-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-014-002.col,benchmark/power/hc-power-014-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-015-002.col,benchmark/power/hc-power-015-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-016-002.col,benchmark/power/hc-power-016-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-017-002.col,benchmark/power/hc-power-017-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-018-002.col,benchmark/power/hc-power-018-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-019-002.col,benchmark/power/hc-power-019-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/power/hc-power-020-002.col,benchmark/power/hc-power-020-002_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/queen/queen008x008.col,benchmark/queen/queen008x008_01_4136.dat,11,9,51,1089,1218,9,9,9,9
benchmark/queen/queen008x008.col,benchmark/queen/queen008x008_02_8804.dat,25,11,52,864,987,11,11,11,12
benchmark/queen/queen008x008.col,benchmark/queen/queen008x008_03_8723.dat,18,11,49,906,954,11,11,11,15
benchmark/queen/queen008x008.col,benchmark/queen/queen008x008_04_4441.dat,23,12,52,897,991,12,12,12,13
benchmark/queen/queen010x010.col,benchmark/queen/queen010x010_01_0612.dat,30,10,38,611,644,10,10,11,12
benchmark/queen/queen010x010.col,benchmark/queen/queen010x010_02_5832.dat,23,11,39,577,642,11,11,11,11
benchmark/queen/queen010x010.col,benchmark/queen/queen010x010_03_7635.dat,34,13,33,533,643,13,13,13,N.A.
benchmark/queen/queen010x010.col,benchmark/queen/queen010x010_04_2943.dat,15,14,37,588,644,14,14,14,N.A.
benchmark/queen/queen020x020.col,benchmark/queen/queen020x020_01_7075.dat,283,UNK (11),N.A.,24,UNK (11),N.A.,24,24,N.A.
benchmark/queen/queen020x020.col,benchmark/queen/queen020x020_02_4815.dat,135,22,N.A.,22,UNK (11),N.A.,22,22,N.A.
benchmark/queen/queen020x020.col,benchmark/queen/queen020x020_03_8667.dat,257,21,N.A.,21,UNK (11),N.A.,21,21,N.A.
benchmark/queen/queen020x020.col,benchmark/queen/queen020x020_04_0961.dat,37,18,32,18,UNK (11),N.A.,18,18,N.A.
benchmark/queen/queen030x030.col,benchmark/queen/queen030x030_01_3761.dat,15,15,29,15,UNK (11),N.A.,15,15,N.A.
benchmark/queen/queen030x030.col,benchmark/queen/queen030x030_02_4963.dat,9237,UNK (11),N.A.,26,UNK (11),N.A.,26,NO,N.A.
benchmark/queen/queen030x030.col,benchmark/queen/queen030x030_03_7394.dat,8303,UNK (11),N.A.,49,UNK (11),N.A.,26,NO,N.A.
benchmark/queen/queen030x030.col,benchmark/queen/queen030x030_04_9144.dat,1460,UNK (11),N.A.,24,UNK (11),N.A.,24,NO,N.A.
benchmark/queen/queen040x040.col,benchmark/queen/queen040x040_01_6291.dat,13,13,36,13,UNK (11),N.A.,13,13,N.A.
benchmark/queen/queen040x040.col,benchmark/queen/queen040x040_02_9487.dat,14,14,33,14,UNK (11),N.A.,14,14,N.A.
benchmark/queen/queen040x040.col,benchmark/queen/queen040x040_03_7037.dat,22,14,35,14,UNK (11),N.A.,14,14,N.A.
benchmark/queen/queen040x040.col,benchmark/queen/queen040x040_04_8369.dat,N.A.,17,39,17,UNK (11),N.A.,17,17,N.A.
benchmark/queen/queen050x050.col,benchmark/queen/queen050x050_01_6006.dat,13,13,31,13,UNK (11),N.A.,13,13,N.A.
benchmark/queen/queen050x050.col,benchmark/queen/queen050x050_02_6166.dat,N.A.,16,33,16,UNK (11),N.A.,16,16,N.A.
benchmark/queen/queen050x050.col,benchmark/queen/queen050x050_03_0562.dat,7,6,31,6,UNK (11),N.A.,6,6,N.A.
benchmark/queen/queen050x050.col,benchmark/queen/queen050x050_04_9047.dat,12,12,32,12,UNK (11),N.A.,12,12,N.A.
benchmark/queen/queen060x060.col,benchmark/queen/queen060x060_01_8336.dat,5,5,34,5,UNK (11),N.A.,5,5,N.A.
benchmark/queen/queen060x060.col,benchmark/queen/queen060x060_02_6710.dat,13,9,39,9,UNK (11),N.A.,9,9,N.A.
benchmark/queen/queen060x060.col,benchmark/queen/queen060x060_03_1394.dat,9,9,33,9,UNK (11),N.A.,9,9,N.A.
benchmark/queen/queen060x060.col,benchmark/queen/queen060x060_04_3799.dat,11,9,30,9,UNK (11),N.A.,9,9,N.A.
benchmark/queen/queen070x070.col,benchmark/queen/queen070x070_01_1828.dat,N.A.,UNK (11),N.A.,77,UNK (11),N.A.,38,NO,N.A.
benchmark/queen/queen070x070.col,benchmark/queen/queen070x070_02_8683.dat,N.A.,UNK (11),N.A.,71,UNK (11),N.A.,40,NO,N.A.
benchmark/queen/queen070x070.col,benchmark/queen/queen070x070_03_1545.dat,N.A.,UNK (11),N.A.,71,UNK (11),N.A.,34,NO,N.A.
benchmark/queen/queen070x070.col,benchmark/queen/queen070x070_04_7426.dat,N.A.,UNK (11),N.A.,96,UNK (11),N.A.,33,NO,N.A.
benchmark/queen/queen080x080.col,benchmark/queen/queen080x080_01_0297.dat,N.A.,UNK (11),N.A.,47,UNK (11),N.A.,25,NO,N.A.
benchmark/queen/queen080x080.col,benchmark/queen/queen080x080_02_2368.dat,N.A.,UNK (11),N.A.,43,UNK (11),N.A.,31,NO,N.A.
benchmark/queen/queen080x080.col,benchmark/queen/queen080x080_03_0355.dat,N.A.,UNK (11),N.A.,83,UNK (11),N.A.,N.A.,NO,N.A.
benchmark/queen/queen080x080.col,benchmark/queen/queen080x080_04_4954.dat,N.A.,UNK (11),N.A.,62,UNK (11),N.A.,36,NO,N.A.
benchmark/queen/queen090x090.col,benchmark/queen/queen090x090_01_8978.dat,N.A.,UNK (11),N.A.,97,UNK (11),N.A.,N.A.,NO,N.A.
benchmark/queen/queen090x090.col,benchmark/queen/queen090x090_02_0808.dat,N.A.,UNK (11),N.A.,82,UNK (11),N.A.,41,NO,N.A.
benchmark/queen/queen090x090.col,benchmark/queen/queen090x090_03_9570.dat,N.A.,UNK (11),N.A.,108,UNK (11),N.A.,N.A.,NO,N.A.
benchmark/queen/queen090x090.col,benchmark/queen/queen090x090_04_1188.dat,N.A.,UNK (11),N.A.,74,UNK (11),N.A.,38,NO,N.A.
benchmark/queen/queen100x100.col,benchmark/queen/queen100x100_01_3955.dat,N.A.,UNK (11),N.A.,121,UNK (11),N.A.,N.A.,NO,N.A.
benchmark/queen/queen100x100.col,benchmark/queen/queen100x100_02_1699.dat,7,6,31,6,UNK (11),N.A.,6,6,N.A.
benchmark/queen/queen100x100.col,benchmark/queen/queen100x100_03_6670.dat,N.A.,UNK (11),N.A.,120,UNK (11),N.A.,N.A.,NO,N.A.
benchmark/queen/queen100x100.col,benchmark/queen/queen100x100_04_0618.dat,N.A.,UNK (11),N.A.,159,UNK (11),N.A.,N.A.,NO,N.A.
benchmark/queen/queen200x200.col,benchmark/queen/queen200x200_01_0761.dat,4,4,8,4,UNK (11),N.A.,4,N.A.,N.A.
benchmark/queen/queen200x200.col,benchmark/queen/queen200x200_02_3057.dat,N.A.,UNK (11),N.A.,32,UNK (11),N.A.,29,N.A.,N.A.
benchmark/queen/queen200x200.col,benchmark/queen/queen200x200_03_0327.dat,N.A.,UNK (11),N.A.,36,UNK (11),N.A.,29,N.A.,N.A.
benchmark/queen/queen200x200.col,benchmark/queen/queen200x200_04_4796.dat,N.A.,UNK (11),N.A.,35,UNK (11),N.A.,27,N.A.,N.A.
benchmark/sp/sp001.col,benchmark/sp/sp001_01.dat,11,11,11,11,11,11,11,11,11
benchmark/sp/sp002.col,benchmark/sp/sp002_01.dat,39,33,75,39,39,33,33,33,N.A.
benchmark/sp/sp003.col,benchmark/sp/sp003_01.dat,223,77,95,77,77,77,77,77,N.A.
benchmark/sp/sp004.col,benchmark/sp/sp004_01.dat,1021,UNK (11),N.A.,165,165,165,165,165,N.A.
benchmark/sp/sp005.col,benchmark/sp/sp005_01.dat,4857,UNK (11),N.A.,341,341,341,341,341,N.A.
benchmark/sp/sp006.col,benchmark/sp/sp006_01.dat,33771,UNK (11),N.A.,693,693,693,693,693,N.A.
benchmark/sp/sp007.col,benchmark/sp/sp007_01.dat,N.A.,UNK (11),N.A.,1397,1397,1397,1397,1397,N.A.
benchmark/sp/sp008.col,benchmark/sp/sp008_01.dat,N.A.,UNK (11),N.A.,2805,2805,2805,2805,2805,N.A.
benchmark/sp/sp009.col,benchmark/sp/sp009_01.dat,N.A.,UNK (11),N.A.,5621,5621,5621,5621,N.A.,N.A.
benchmark/sp/sp010.col,benchmark/sp/sp010_01.dat,N.A.,UNK (11),N.A.,11253,UNK (11),11253,11253,N.A.,N.A.
benchmark/sp/sp011.col,benchmark/sp/sp011_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),22517,22517,N.A.,N.A.
benchmark/sp/sp012.col,benchmark/sp/sp012_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),45045,45045,N.A.,N.A.
benchmark/sp/sp013.col,benchmark/sp/sp013_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),90101,N.A.,N.A.,N.A.
benchmark/sp/sp014.col,benchmark/sp/sp014_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp015.col,benchmark/sp/sp015_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp016.col,benchmark/sp/sp016_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp017.col,benchmark/sp/sp017_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp018.col,benchmark/sp/sp018_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp019.col,benchmark/sp/sp019_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp020.col,benchmark/sp/sp020_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp021.col,benchmark/sp/sp021_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp022.col,benchmark/sp/sp022_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp023.col,benchmark/sp/sp023_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp024.col,benchmark/sp/sp024_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp025.col,benchmark/sp/sp025_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp026.col,benchmark/sp/sp026_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp027.col,benchmark/sp/sp027_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp028.col,benchmark/sp/sp028_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp029.col,benchmark/sp/sp029_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/sp/sp030.col,benchmark/sp/sp030_01.dat,N.A.,UNK (11),N.A.,N.A.,UNK (11),N.A.,N.A.,N.A.,N.A.
benchmark/square/hc-square-004-002.col,benchmark/square/hc-square-004-002_01.dat,198,90,N.A.,90,94,90,90,96,N.A.
benchmark/square/hc-square-005-002.col,benchmark/square/hc-square-005-002_01.dat,600,UNK (11),N.A.,132,136,132,132,142,N.A.
benchmark/square/hc-square-006-002.col,benchmark/square/hc-square-006-002_01.dat,1166,UNK (11),N.A.,182,184,182,182,200,N.A.
benchmark/square/hc-square-007-002.col,benchmark/square/hc-square-007-002_01.dat,N.A.,UNK (11),N.A.,240,242,240,240,258,N.A.
benchmark/square/hc-square-008-002.col,benchmark/square/hc-square-008-002_01.dat,N.A.,UNK (11),N.A.,306,308,306,306,334,N.A.
benchmark/square/hc-square-009-002.col,benchmark/square/hc-square-009-002_01.dat,N.A.,UNK (11),N.A.,382,382,380,380,418,N.A.
benchmark/square/hc-square-010-002.col,benchmark/square/hc-square-010-002_01.dat,N.A.,UNK (11),N.A.,464,464,462,462,492,N.A.
benchmark/square/hc-square-011-002.col,benchmark/square/hc-square-011-002_01.dat,N.A.,UNK (11),N.A.,554,554,552,552,N.A.,N.A.
benchmark/square/hc-square-012-002.col,benchmark/square/hc-square-012-002_01.dat,N.A.,UNK (11),N.A.,652,652,650,650,N.A.,N.A.
benchmark/square/hc-square-013-002.col,benchmark/square/hc-square-013-002_01.dat,N.A.,UNK (11),N.A.,758,758,756,756,N.A.,N.A.
benchmark/square/hc-square-014-002.col,benchmark/square/hc-square-014-002_01.dat,N.A.,UNK (11),N.A.,872,872,870,N.A.,N.A.,N.A.
benchmark/square/hc-square-015-002.col,benchmark/square/hc-square-015-002_01.dat,N.A.,UNK (11),N.A.,994,994,992,N.A.,N.A.,N.A.
benchmark/square/hc-square-016-002.col,benchmark/square/hc-square-016-002_01.dat,N.A.,UNK (11),N.A.,1124,1124,1122,N.A.,N.A.,N.A.
benchmark/square/hc-square-017-002.col,benchmark/square/hc-square-017-002_01.dat,N.A.,UNK (11),N.A.,1260,1262,1260,N.A.,N.A.,N.A.
benchmark/square/hc-square-018-002.col,benchmark/square/hc-square-018-002_01.dat,N.A.,UNK (11),N.A.,1406,UNK (11),1406,N.A.,N.A.,N.A.
benchmark/square/hc-square-019-002.col,benchmark/square/hc-square-019-002_01.dat,N.A.,UNK (11),N.A.,1560,UNK (11),1560,N.A.,N.A.,N.A.
benchmark/square/hc-square-020-002.col,benchmark/square/hc-square-020-002_01.dat,N.A.,UNK (11),N.A.,1722,UNK (11),1722,N.A.,N.A.,N.A.
#Longest,,54,13,115,90,143,21,27,26,31
